TAXON_ORDER,SPECIES_CODE,COMMON_NAME,REASON,PRIORITY,PARTNER_REQUEST,CONT_MAX,CUSTOM_TAX_YEAR,BOW_LINK,MODEL_AS_RESIDENT,SUMMARIZE_AS_RESIDENT,LAND,STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_TREND_START,RESIDENT_TREND_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,CUSTOM_ES,notes,LAST_SUBMISSION_TIME
24842,butwar1,Buff-throated Warbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/butwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29477,blfrob1,Blue-fronted Robin,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/blfrob1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26607,slbbab1,Slender-billed Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/slbbab1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
8656,srlbao1,Sri Lanka Bay-Owl,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/srlbao1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29041,whtfly2,White-tailed Flycatcher,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whtfly2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6639,lesnod1,Lesser Noddy,Australia,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/lesnod1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
659,whwduc1,White-winged Duck,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whwduc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
2159,namdov1,Namaqua Dove,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/namdov1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31660,blasno1,Blanford's Snowfinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/blasno1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29134,hibfly1,Hill Blue Flycatcher,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/hibfly1/cur/introduction#mig,TRUE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29349,rubsho1,Rusty-bellied Shortwing,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/rubsho1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26118,wbwbab1,Sikkim Wedge-billed Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/wbwbab1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24910,gycwar1,Gray-crowned Warbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/gycwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28244,purcoc1,Purple Cochoa,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/purcoc1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32073,colgro1,Collared Grosbeak,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/colgro1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
13425,manpit1,Mangrove Pitta,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/manpit1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28222,scathr4,Nilgiri Thrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/scathr4/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
8944,eueowl1,Eurasian Eagle-Owl,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/eueowl1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32355,bkhgre1,Black-headed Greenfinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bkhgre1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
3789,hodfro1,Hodgson's Frogmouth,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/hodfro1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24816,siclew1,Sichuan Leaf Warbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/siclew1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25457,ruhpar2,Rufous-headed Parrotbill,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/ruhpar2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26998,kasnut1,Kashmir Nuthatch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/kasnut1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29400,whbred1,White-bellied Redstart,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whbred1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32242,orabul1,Orange Bullfinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/orabul1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
22794,tiblar1,Tibetan Lark,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/tiblar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
21497,sponut1,Kashmir Nutcracker,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/sponut1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23218,hilpri2,Hill Prinia,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/hilpri2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6240,yelbut1,Yellow-legged Buttonquail,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/yelbut1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26004,bncscb1,Brown-crowned Scimitar-Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bncscb1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26280,swapri1,Swamp Grass Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/swapri1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26994,chvnut1,Chestnut-vented Nuthatch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/chvnut1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32593,tibser1,Tibetan Serin,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/tibser1/cur/introduction#mig,TRUE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
30282,vahsun1,Van Hasselt's Sunbird,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/vahsun1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23806,brbwar2,Brown Bush Warbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/brbwar2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32271,monfin2,Mongolian Finch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/monfin2/cur/introduction#mig,TRUE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29919,hypoco1,Hypocolius,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/hypoco1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
2862,tibsan1,Tibetan Sandgrouse,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/tibsan1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1446,tibpar1,Tibetan Partridge,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/tibpar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
20469,crbdro1,Crow-billed Drongo,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/crbdro1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28201,himthr1,Himalayan Thrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/himthr1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1691,tibsno1,Tibetan Snowcock,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/tibsno1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26127,sntbab1,Snowy-throated Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/sntbab1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5908,lessap2,Siberian Sand-Plover,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/lessap2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
12379,nicpar1,Nicobar Parakeet,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/nicpar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25442,grepar1,Great Parrotbill,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/grepar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
30913,yelwea1,Finn's Weaver,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/yelwea1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26254,bubbab1,Buff-breasted Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bubbab1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32158,blyros1,Blyth's Rosefinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/blyros1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23224,gycpri1,Gray-crowned Prinia,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/gycpri1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29374,gousho1,Gould's Shortwing,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/gousho1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6086,solsni1,Solitary Snipe,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/solsni1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28583,tibbla1,Tibetan Blackbird,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/tibbla1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
27798,gocmyn1,Golden-crested Myna,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/gocmyn1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26934,yunnut1,Yunnan Nuthatch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/yunnut1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32274,spefin1,Spectacled Finch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/spefin1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26249,sptbab1,Spot-throated Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/sptbab1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26792,chblau1,Chestnut-backed Laughingthrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/chblau1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
8651,orbowl1,Oriental Bay-Owl,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/orbowl1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25245,whttit1,White-throated Tit,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whttit1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5312,bncrai1,Brown-cheeked Rail,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bncrai1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26709,spblau1,Spot-breasted Laughingthrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/spblau1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1726,blbqua1,Blue-breasted Quail,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/blbqua1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
19661,slbori1,Slender-billed Oriole,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/slbori1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
299,lwfgoo,Lesser White-fronted Goose,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/lwfgoo/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5894,soclap1,Sociable Lapwing,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/soclap1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
28207,dasthr1,Dark-sided Thrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/dasthr1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32183,strros1,Streaked Rosefinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/strros1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
6091,swisni1,Swinhoe's Snipe,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/swisni1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29977,yebflo1,Yellow-bellied Flowerpecker,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/yebflo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29808,piewhe1,Pied Wheatear,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/piewhe1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
4135,darswi1,Dark-rumped Swift,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/darswi1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25995,ltwbab1,Naga Wren-Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/ltwbab1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
12360,gyhpar2,Gray-headed Parakeet,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/gyhpar2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29604,rubred2,Rufous-backed Redstart,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/rubred2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29133,larblf1,Large Blue Flycatcher,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/larblf1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
1251,temtra1,Temminck's Tragopan,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/temtra1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
9911,blykin1,Blyth's Kingfisher,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/blykin1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
27058,bnttre2,Hume's Treecreeper,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bnttre2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25997,tbwbab1,Tawny-breasted Wren-Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/tbwbab1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29613,whtred1,White-throated Redstart,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whtred1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24230,rerswa8,European Red-rumped Swallow,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/rerswa8/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7318,lesfri,Lesser Frigatebird,Australia,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/lesfri/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25996,chhwrb1,Chin Hills Wren-Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/chhwrb1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
2423,nicpig1,Nicobar Pigeon,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/nicpig1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
18640,brrmin1,Brown-rumped Minivet,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/brrmin1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25464,fulpar1,Fulvous Parrotbill,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/fulpar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32201,refros1,Red-fronted Rosefinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/refros1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
9742,narhor1,Narcondam Hornbill,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/narhor1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
3921,sibnee1,Silver-backed Needletail,Taiwan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/sibnee1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
13385,hoopit4,Nicobar Hooded Pitta,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/hoopit4/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
25077,pfbwar1,Pale-footed Bush Warbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/pfbwar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29113,habfly1,Hainan Blue Flycatcher,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/habfly1/cur/introduction#mig,TRUE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5741,beathk1,Beach Thick-knee,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/beathk1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31657,runsno1,Rufous-necked Snowfinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/runsno1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24232,rerswa12,African Red-rumped Swallow,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/rerswa12/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
31653,whrsno1,White-rumped Snowfinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whrsno1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
681,baepoc1,Baer's Pochard,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/baepoc1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26277,ruvpri1,Rufous-vented Grass Babbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/ruvpri1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7199,strshe,Streaked Shearwater,Japan,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/strshe/cur/introduction#mig,FALSE,FALSE,WATER,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26777,ruvlau1,Rufous-vented Laughingthrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/ruvlau1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26496,bkclau1,Banasura Laughingthrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bkclau1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
5906,casplo1,Caspian Plover,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/casplo1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
24841,pllwar2,Plain Leaf Warbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/pllwar2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
2876,sposan1,Spotted Sandgrouse,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/sposan1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
7775,whbher2,White-bellied Heron,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whbher2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
11330,stbwoo4,Stripe-breasted Woodpecker,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/stbwoo4/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
8971,bufowl2,Buffy Fish-Owl,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bufowl2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
32174,vinros2,Vinaceous Rosefinch,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/vinros2/cur/introduction#mig,TRUE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
20515,spadro1,Spangled Drongo,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/spadro1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29498,korfly1,Yellow-rumped Flycatcher,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/korfly1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
22288,wcptit1,White-crowned Penduline-Tit,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/wcptit1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
26779,yetlau1,Yellow-throated Laughingthrush,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/yetlau1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29669,whtbus1,White-throated Bushchat,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/whtbus1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
29069,bawfly2,Blue-and-white Flycatcher,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/bawfly2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
23663,blwwar1,Blunt-winged Warbler,India,2,FALSE,Asia,,https://birdsoftheworld.org/bow/species/blwwar1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,
